ID,X,Y,Z,U
632,460.254,40.8637,-195.369,-31.4795
633,427.576,44.7144,-70.6,-53.8403
634,434.857,-20.0775,-170.426,-35.5335
635,354.443,-64.6545,-175.186,-53.6682
636,347.363,-7.64648,-149.175,34.2004
637,315.93,-74.5642,-174.536,23.551
638,461.359,59.057,-163.086,-25.8948
639,352.741,23.9392,-86.8225,-22.4927
640,413.592,-14.1119,-97.666,0.245361
641,432.239,10.2722,-77.0941,-59.4177
642,402.264,-24.7083,-186.281,-21.8225
643,499.28,17.1771,-137.366,35.2295
644,300.305,-39.5837,-156.493,-12.1802
645,451.947,56.1401,-99.2084,46.2854
646,493.665,41.803,-108.89,-56.7261
647,442.358,-74.7235,-118.802,-51.665
648,444.568,46.4832,-188.396,-52.3096
649,302.448,39.6991,-94.5258,-31.9519
650,379.846,9.63501,-168.119,-56.9055
651,494.727,-55.5634,-117.042,-58.4766
652,304.156,-41.2756,-65.6696,-24.7595
653,388.092,89.8077,-131.871,6.62476
654,338.312,80.1617,-111.992,-6.54785
655,458.588,29.3335,-74.4623,-9.65698
656,382.538,8.39905,-72.6849,25.459
657,415.192,60.0842,-197.778,11.1255
658,304.755,-62.3749,-161.847,7.2583
659,450.598,5.61951,-192.374,16.2158
660,453.888,-44.1431,-188.383,-12.0593
661,417.004,1.34582,-178.971,54.0198
662,498.09,-58.3868,-154.853,-10.4553
663,326.868,42.4237,-73.5394,-38.584
664,388.086,23.0438,-68.7799,1.89331
665,378.735,-85.8472,-124.869,26.1328
666,445.41,-20.4346,-86.4893,-7.55127
667,307.959,44.8572,-104.66,-15.9302
668,375.714,-73.9874,-149.448,51.1377
669,462.549,41.2811,-90.0867,-48.3435
670,407.031,-60.7269,-93.0688,-49.7827
671,403.888,-53.5089,-178.89,53.1775
672,353.058,67.4231,-88.0487,39.1003
673,432.568,80.2441,-116.935,-56.8616
674,401.459,1.37878,-154.208,-5.79346
675,439.124,1.89514,-98.3154,23.5913
676,427.112,29.0259,-146.799,-16.1865
677,479.858,15.7764,-77.9187,36.4856
678,430.414,31.8713,-75.351,47.8821
679,477.588,-0.900879,-116.491,-48.9844
680,300.561,-55.8215,-194.993,-27.0776
681,447.443,52.3334,-78.2391,25.9607
682,303.815,54.6075,-170.272,21.8188
683,447.656,-87.8851,-80.8923,47.0288
684,496.802,70.3455,-111.492,-1.3147
685,455.304,6.60828,-158.288,19.1931
686,464.783,3.7738,-123.549,8.70483
687,367.151,13.4308,-115.452,34.0576
688,384.936,1.58203,-187.234,32.9663
689,325.372,-39.9847,-136.165,32.168
690,414.636,16.4246,-93.0859,-1.67358
691,368.366,86.5118,-183.051,-59.6082
692,404.755,41.0559,-127.714,-17.7649
693,406.525,11.1896,-150.149,-55.7703
694,337.909,4.96582,-132.619,-47.4097
695,323.022,78.3051,-68.0066,55.1807
696,491.772,53.5254,-155.515,2.57813
697,399.597,28.504,-81.2299,53.0823
698,327.332,-50.3613,-174.186,0.509033
699,467.322,31.7175,-198.586,43.4363
700,302.191,-62.1442,-152.777,-25.3162
701,382.385,-57.4475,-95.5768,-50.2148
702,408.832,11.0522,-150.653,33.2043
703,426.898,18.1549,-89.5056,-18.9771
704,437.921,-80.4803,-63.7128,58.8538
705,434.631,38.6499,-67.0667,33.7646
706,366.559,-77.3383,-118.217,18.9111
707,441.84,69.9829,-144.42,-50.3284
708,471.576,-56.9202,-157.109,50.0024
709,463.025,-10.6567,-119.768,27.8027
710,367.835,3.26843,-98.8751,-42.0373
711,391.699,-66.9507,-98.4351,-8.03833
712,371.478,-35.2881,-168.824,52.6502
713,426.215,46.9171,-190.447,13.0371
714,388.22,9.54163,-62.9565,-42.1875
715,420.483,79.1785,-120.596,-53.6536
716,326.642,64.682,-124.279,-44.0771
717,359.808,75.8606,-151.055,23.9758
718,436.45,-31.5198,-191.617,-51.9763
719,361.633,18.6713,-96.4014,2.12769
720,371.79,19.8633,-180.966,-11.4368
721,401.355,25.4059,-71.2494,3.47168
722,379.48,-70.0433,-159.318,-4.74243
723,363.061,32.8107,-170.285,54.4702
724,412.347,-43.764,-190.96,-46.084
725,415.362,42.0007,-60.8759,-2.2522
726,367.462,79.173,-96.3458,18.2959
727,312.134,26.3397,-168.136,19.4019
728,449.445,-78.6292,-103.391,24.9426
729,418.298,41.8304,-112.487,-8.62061
730,458.746,-50.8008,-151.32,-16.9702
731,460.651,0,-139.775,28.8025
732,404.919,-3.04871,-86.9721,-20.7935
733,403.577,3.30139,-83.819,-17.688
734,444.897,-26.543,-193.66,-22.5513
735,449.884,-17.0068,-61.4911,25.415
736,346.301,51.2512,-92.4707,-6.11206
737,366.559,79.541,-100.306,56.8359
738,475.677,-21.7969,-76.1157,46.6626
739,335.553,-34.4971,-98.4906,-42.1582
740,311.829,31.6516,-115.243,0.769043
741,329.565,-9.08569,-117.576,-15.3882
742,484.045,15.0568,-177.266,27.8906
743,412.83,11.1896,-167.452,-24.4519
744,335.443,77.1405,-177.702,1.24878
745,366.876,37.5073,-183.961,13.6523
746,411.182,-66.5002,-123.993,-14.5496
747,441.339,9.68994,-198.975,23.8513
748,471.79,-89.2035,-171.836,21.3281
749,429.718,-48.3728,-142.975,-14.6594
750,431.439,33.349,-174.011,45.7837
751,470.16,-30.8771,-120.122,38.9319
752,421.222,32.3053,-121.703,-53.3752
753,371.259,-89.6814,-175.839,9.4043
754,377.411,-82.7271,-78.3459,-7.57324
755,462.823,-51.4325,-116.896,22.8333
756,354.779,30.4596,-165.931,-42.6416
757,371.649,-72.1582,-83.9685,58.9417
758,364.862,43.3081,-183.854,-58.96
759,322.315,-9.3988,-196.736,-1.54907
760,339.227,-44.3573,-120.225,3.36548
761,362.958,-31.8054,-111.462,45.4065
762,417.78,37.3206,-155.707,54.3787
763,316.071,53.7616,-171.046,-35.4565
764,362.024,72.3505,-159.847,-0.911865
765,454.236,57.5958,-87.6257,13.6084
766,493.347,65.5444,-79.8926,17.3218
767,300.977,-54.9316,-197.65,-29.2712
768,356.317,71.6693,-102.139,18.5706
769,356.476,36.991,-109.458,-23.2727
770,306.946,47.0599,-165.726,-48.1567
771,348.389,-27.4823,-63.3411,-47.5159
772,425.983,83.7927,-89.01,10.4846
773,407.617,34.5465,-104.152,-8.71216
774,357.172,-53.7012,-168.341,12.041
775,369.098,-22.4176,-146.346,46.1499
776,470.581,70.5212,-149.44,-6.90674
777,397.565,38.161,-91.5948,-7.81494
778,350.818,65.5444,-71.1896,-20.8923
779,338.348,-12.2827,-138.835,-56.0815
780,410.382,-62.254,-181.979,9.27612
781,393.164,7.97058,-166.867,-12.334
782,427.881,77.4316,-68.5406,56.3599
783,320.856,-31.1627,-149.427,48.8489
784,411.359,7.97058,-77.2522,-38.4741
785,363.22,-11.1841,-62.7557,14.3445
786,386.554,37.4469,-127.988,-15.791
787,495.764,-62.1442,-125.689,-10.1514
788,310.187,52.7893,-120.442,46.9409
789,403.497,42.7753,-112.231,-27.8064
790,308.246,-43.5773,-112.953,-44.8096
791,381.696,75.1465,-116.627,16.6992
792,439.252,-54.5966,-133.82,-7.77466
793,361.7,1.66443,-110.958,59.5313
794,382.556,-86.9403,-185.162,-31.0657
795,461.7,-62.9352,-115.2,-4.96948
796,451.63,-46.8787,-159.211,-31.3037
797,462.5,-60.5017,-139.81,8.05664
798,332.306,-13.6121,-87.1729,27.1948
799,408.307,8.44299,-180.804,-38.6609
800,346.106,-50.1581,-160.523,-52.7161
801,332.507,-74.9487,-127.338,-2.18628
802,438.495,8.30566,-104.857,-31.1755
803,308.472,15.0897,-141.783,-42.03
804,492.169,68.5767,-146.218,13.5242
805,425.299,-45.7031,-112.303,12.2058
806,365.338,36.0626,-69.9121,24.7852
807,488.623,-63.7097,-137.934,-11.8579
808,455.011,-86.0724,-151.849,-37.4414
809,446.393,62.9517,-86.1603,33.0029
810,385.266,-75.2563,-182.355,53.1592
811,339.642,-62.688,-182.991,-29.0772
812,420.532,-65.3961,-82.5201,-25.8582
813,378.272,78.9477,-115.546,-4.67285
814,403.888,-20.2039,-153.02,-25.8728
815,341.846,-58.1122,-147.128,56.2463
816,420.325,-84.0784,-115.422,-32.3584
817,305.359,-85.0397,-184.807,-17.3291
818,385.034,-10.47,-166.06,-35.0207
819,490.021,-75.2728,-159.484,-20.1013
820,356.69,-7.7124,-122.31,37.0313
821,439.038,40.8637,-178.48,-58.1287
822,375.726,57.5903,-161.454,55.1257
823,318.402,24.0326,-170.618,-21.4709
824,427.631,39.7211,-71.9971,45.8899
825,342.651,-23.7085,-143.796,-1.86401
826,331.201,-4.52087,-97.4951,-38.9246
827,325.677,-66.0333,-75.0562,24.646
828,351.862,-31.6736,-152.883,-57.5867
829,356.488,23.0768,-133.183,50.0281
830,339.893,-24.9554,-73.3044,1.45019
831,399.988,-82.8204,-113.76,21.6211
832,393.78,14.837,-195.437,-45.6006
833,422.778,-62.2101,-186.76,-35.5335
834,448.438,-79.0027,-171.319,-28.0225
835,443.927,17.2815,-156.63,-1.32568
836,388.513,-44.9451,-74.6887,-55.741
837,310.736,-55.7611,-174.852,11.7407
838,486.67,-16.6003,-159.796,-59.4946
839,399.542,-8.62427,-105.032,-54.1003
840,366.87,-63.5834,-112.743,-35.9839
841,441.498,-54.0637,-60.47,-19.5154
842,492.639,-69.8511,-175.309,-38.02
843,473.334,-37.4579,-154.251,9.24316
844,380.371,50.4272,-81.2769,-29.6997
845,313.165,-1.3678,-161.817,-27.2974
846,337.592,-20.4895,-145.261,33.4607
847,361.255,-7.67395,-76.0388,-34.4971
848,326.245,85.2209,-164.034,19.3469
849,325.793,62.8143,-154.806,-1.24878
850,350.977,12.5958,-190.366,49.1162
851,473.706,13.255,-181.086,17.3511
852,372.406,-1.98303,-99.3365,-17.9919
853,406.403,-63.8306,-175.527,52.3572
854,345.441,45.8679,-187.165,-4.77905
855,360.559,-58.667,-181.522,28.3081
856,382.495,27.6471,-142.561,-21.2622
857,433.935,86.1438,-102.78,-54.408
858,441.846,-16.3641,-170.52,25.1697
859,336.121,-31.4594,-153.426,-42.2388
860,340.839,87.0337,-68.6731,-25.3931
861,464.319,-37.6172,-100.559,-16.1023
862,494.244,-89.4232,-176.108,54.4556
863,304.15,-44.6649,-99.328,55.946
864,377.478,55.7062,-134.695,-25.7117
865,355.42,89.2749,-180.539,-38.9319
866,314.905,24.1974,-82.926,-44.3152
867,382.88,83.1555,-70.694,-21.0278
868,393.14,72.301,-82.2253,-22.9285
869,392.053,18.4241,-184.606,-45.7324
870,499.292,27.3779,-155.797,-6.427
871,329.974,66.9067,-150.444,-56.2024
872,484.277,-72.9547,-99.9347,51.8481
873,310.992,61.1719,-187.336,39.0051
874,451.074,-39.1717,-187.858,59.9451
875,367.554,-12.5299,-155.434,-36.7529
876,368.03,74.2786,-106.053,52.1265
877,325.97,-38.9191,-198.5,4.16016
878,407.117,-44.3738,-183.077,-11.2647
879,407.202,44.22,-178.975,40.9973
880,407.245,-55.069,-150.897,51.0168
881,352.661,86.4349,-145.565,26.9678
882,462.5,-14.3042,-198.727,-9.01245
883,474.957,-52.5092,-153.311,6.58813
884,435.474,39.0399,-119.34,56.2463
885,433.704,-77.2449,-136.186,28.0188
886,395.502,-19.6875,-187.909,9.85474
887,336.292,-68.9008,-112.15,-49.5813
888,381.976,58.2495,-133.333,-34.8523
889,363.678,-14.7162,-160.732,-13.7292
890,492.603,-63.3966,-122.049,35.5994
891,321.155,-35.1563,-173.126,58.7476
892,496.698,-81.7053,-114.393,-0.344238
893,314.13,-48.5156,-74.7485,14.0369
894,373.48,32.0471,-113.389,-59.4067
895,348.926,46.983,-100.328,-31.3037
896,375.311,41.5228,-186.11,-58.667
897,458.545,33.5577,-141.48,-48.0103
898,416.028,16.9684,-117.49,34.3176
899,353.455,-43.2257,-126.787,43.2385
900,384.174,29.372,-96.6492,46.333
901,397.369,10.9259,-174.378,44.1614
902,381.329,47.0599,-195.732,58.363
903,308.038,86.9348,-96.9867,6.2146
904,485.358,34.8871,-181.235,40.426
905,383.008,62.7319,-79.5721,52.9394
906,438.69,75.8441,-77.8204,-18.5706
907,450.427,-63.8361,-149.35,-22.6868
908,461.621,-24.7797,-84.6649,33.9954
909,344.812,-19.6436,-118.4,54.0784
910,390.595,-32.7887,-124.279,-45.6738
911,307.825,21.6376,-138.742,-52.9028
912,341.449,4.11438,-143.821,-2.96997
913,314.081,-0.10437,-189.891,31.6882
914,497.742,-32.0966,-188.947,24.9719
915,321.887,11.5082,-178.975,-28.0225
916,424.011,84.419,-110.133,-45.8752
917,449.072,14.6832,-93.2697,-46.7615
918,304.047,-80.0024,-161.492,-26.6052
919,473.724,-82.5952,-65.3149,9.22852
920,304.187,-79.4092,-112.116,59.4873
921,460.004,47.7741,-70.459,-35.4456
922,461.603,-86.5613,-89.8987,-13.2678
923,308.899,26.9385,-96.9611,-8.0127
924,497.559,-28.8226,-77.8546,-48.0615
925,434.033,4.44946,-88.5614,-15.1721
926,355.725,38.5181,-162.966,14.231
927,362.427,-63.8196,-79.5636,24.2432
928,465.418,-58.6615,-137.498,29.9011
929,460.284,-35.2881,-102.4,21.6064
930,329.919,-41.6272,-132.824,-37.7527
931,383.777,-77.7997,-147.722,-24.1516
932,439.74,-24.6753,-185.764,-33.5852
933,454.822,-64.2041,-176.976,5.79712
934,310.907,-78.4918,-137.413,9.25049
935,361.871,-24.472,-187.477,37.5183
936,448.23,48.9935,-144.458,-15.8752
937,385.675,-35.3265,-189.99,-13.3374
938,433.606,-25.741,-123.006,-39.1919
939,350.085,-87.3248,-98.811,-44.1833
940,339.282,82.3096,-84.9298,-29.718
941,497.815,70.5212,-94.3378,-33.1677
942,466.138,73.3337,-106.681,44.6082
943,491.241,28.6304,-198.154,-51.8189
944,406.982,51.8335,-70.6171,31.7542
945,338.177,-2.74658,-180.607,-22.7087
946,434.821,18.2703,-158.843,25.4443
947,442.633,-50.6415,-80.8838,57.8979
948,416.138,-76.7834,-139.528,-29.989
949,380.64,46.0217,-79.5935,32.384
950,449.188,-76.0254,-105.728,0.219727
951,400.983,4.30664,-143.83,-10.8801
952,427.258,-56.2665,-146.731,-43.8647
953,451.038,-72.323,-144.77,-35.1856
954,326.971,-26.8011,-71.8732,-7.04956
955,327.49,78.8818,-167.747,21.8518
956,421.545,34.7498,-166.871,5.82275
957,352.167,-44.6704,-174.818,-19.3579
958,419.098,-10.9534,-182.645,29.751
959,372.79,86.9898,-139.857,6.96167
960,325.909,84.2212,-196.663,54.375
961,488.763,76.7889,-96.1151,14.2932
962,434.711,87.4731,-126.74,-26.1438
963,301.971,83.4961,-96.3117,41.1768
964,437.97,59.2328,-137.391,31.6992
965,492.529,-12.8925,-85.2203,43.5498
966,466.15,69.7852,-118.657,-39.3933
967,319.586,16.7487,-104.72,-57.9126
968,451.031,-61.5619,-197.411,57.3193
969,447.107,-38.9465,-131.401,44.5496
970,413.959,75.141,-181.223,-7.54394
971,494.641,21.0718,-106.625,43.1323
972,479.126,4.61975,-174.652,35.3613
973,313.104,65.6323,-159.117,-53.1995
974,411.877,-26.955,-128.094,13.9563
975,385.577,-10.7336,-180.026,-51.3721
976,481.97,57.1454,-139.105,-30.4321
977,353.07,-87.4292,-150.521,-51.8445
978,451.862,15.8698,-106.232,-13.2202
979,465.308,45.1154,-101.857,48.728
980,489.99,64.4952,-135.336,38.2837
981,356.519,30.8221,-127.962,-10.1623
982,409.064,51.3171,-158.425,-35.2918
983,346.198,-64.1382,-170.503,34.4641
984,429.315,-83.2599,-164.983,-50.5298
985,464.905,-0.939331,-136.486,-48.5779
986,466.833,-5.04273,-65.7892,48.6218
987,405.048,44.7473,-68.2971,52.7124
988,346.783,78.0633,-169.251,-24.3091
989,396.643,-1.80725,-86.3269,-34.1455
990,341.736,-57.2937,-170.247,-18.479
991,408.13,63.4735,-104.015,-58.7732
992,434.924,79.2389,-151.422,-50.874
993,472.107,23.8623,-155.43,14.425
994,308.533,-76.6681,-97.0508,-56.4844
995,336.163,4.72412,-75.368,23.5986
996,456.976,70.1477,-159.339,56.5576
997,438.617,-1.08215,-71.9202,1.79443
998,425.183,10.9534,-137.268,26.814
999,409.32,-45.3406,-91.5308,-15.7031
1000,371.881,32.2778,-127.915,-45.6152
1001,495.441,65.9454,-76.6199,-49.0247
1002,357.861,77.5415,-110.291,-49.2517
1003,312.225,5.41626,-135.614,23.6389
1004,359.283,71.2079,-141.647,43.6084
1005,318.805,-20.2368,-65.5542,-41.6492
1006,405.939,85.4187,-186.332,-23.2544
1007,418.957,7.61352,-187.17,-27.1948
1008,444.537,-10.8765,-137.092,-15.1538
1009,486.896,-60.0897,-132.444,28.6487
1010,326.99,19.7534,-168.918,23.3533
1011,418.048,42.8302,-64.6997,-31.1646
1012,323.688,-62.6825,-165.372,-26.6821
1013,304.84,-16.8475,-131.192,29.967
1014,361.786,1.08215,-177.403,-18.772
1015,337.482,-3.8562,-108.155,49.6326
1016,388.489,-11.3269,-94.6924,-26.1401
1017,429.73,-84.0234,-78.41,8.75977
1018,459.314,37.771,-69.4592,28.125
1019,369.696,28.5919,-181.428,-11.0486
1020,351.398,70.1862,-152.815,35.9106
1021,495.599,-32.8931,-135.9,24.8364
1022,301.758,-41.4459,-123.574,-16.0767
1023,496.576,-30.3058,-74.8468,-28.5901
1024,470.575,75.4431,-69.5874,8.52539
1025,338.446,-0.0164795,-173.16,-13.623
1026,329.498,65.0116,-181.564,-14.4031
1027,314.478,-30.0531,-187.704,-52.511
1028,374.89,-22.8571,-179.415,-24.635
1029,421.21,-14.7162,-169.883,-35.094
1030,366.132,-15.9247,-191.062,-37.7564
1031,459.192,73.3227,-110.727,-51.4783
1032,488.904,-60.4303,-143.779,-30.304
1033,458.789,-66.5936,-198.458,30.3186
1034,443.451,40.5286,-188.02,-49.9439
1035,430.963,-30.2234,-148.585,41.7041
1036,457.886,71.1365,-193.732,49.3982
1037,443.042,6.97083,-126.467,-34.1382
1038,426.447,-70.4938,-139.207,47.3511
1039,419.507,7.72339,-182.398,45.0915
1040,372.809,-3.17505,-132.388,11.9641
1041,467.773,-86.6656,-159.189,-56.8469
1042,438.33,88.9948,-64.7211,9.54346
1043,328.967,46.5765,-72.2321,-37.3975
1044,395.349,50.7458,-157.446,-50.5115
1045,353.729,-82.9248,-122.096,-2.84546
1046,485.492,12.3267,-160.471,44.1577
1047,402.966,-70.7904,-199.594,59.0076
1048,382.892,-51.3995,-143.663,-36.3171
1049,473.639,52.4927,-143.364,-18.8013
1050,482.538,-19.2975,-80.6958,45.8386
1051,449.554,-45.5219,-189.943,-25.0598
1052,313.513,-19.8193,-185.371,0.864258
1053,377.155,56.1237,-76.3507,1.97021
1054,477.283,-84.3475,-180.449,31.3257
1055,466.26,89.7144,-155.173,1.89331
1056,310.999,41.9073,-158.972,46.9556
1057,415.894,19.2206,-182.124,14.5239
1058,475.738,31.5747,-98.1018,-25.5176
1059,465.039,83.2269,-116.132,-42.7771
1060,469.836,-70.73,-125.441,-37.5073
1061,368.427,-39.7211,-131.931,17.2595
1062,467.12,48.2135,-137.853,1.27075
1063,497.321,-63.1988,-125.112,-20.863
1064,480.225,-10.6128,-172.814,37.6245
1065,465.289,-62.5067,-109.727,6.94702
1066,448.846,23.1647,-132.217,-15.238
1067,478.986,18.2043,-108.347,1.70654
1068,453.046,-26.5375,-118.712,-12.8943
1069,413.94,-18.6822,-94.6582,53.7085
1070,451.532,-75.6244,-124.531,-19.8523
1071,415.35,-86.3361,-128.522,-50.1343
1072,344.91,49.3121,-192.814,-14.7034
1073,423.822,26.9055,-123.566,16.0364
1074,364.001,-77.3547,-71.4459,59.718
1075,426.202,-19.5941,-87.2583,54.397
1076,383.112,13.8428,-179.373,21.1743
1077,431.317,26.6528,-133.486,-24.2322
1078,358.295,-35.8759,-105.442,27.8723
1079,370.776,19.1162,-127.633,-33.0432
1080,490.655,-54.4263,-99.7125,-26.6821
1081,324.756,62.6715,-84.1522,-46.8896
1082,314.63,62.8088,-97.3114,-23.8696
1083,472.76,-73.537,-196.659,35.0537
1084,311.255,-42.8851,-194.732,44.9194
1085,369.427,-80.6891,-80.4907,-18.3728
1086,446.448,53.064,-198.676,-1.88965
1087,345.294,-12.4036,-167.798,57.0483
1088,434.308,-52.3169,-67.3914,-1.21582
1089,432.581,-84.3585,-75.1245,-56.759
1090,325.384,62.0837,-124.471,24.5435
1091,415.973,88.6267,-103.464,-42.8247
1092,419.94,75.6024,-65.2209,-47.677
1093,408.405,-62.0453,-130.872,3.22998
1094,306.274,82.4304,-115.456,18.2666
1095,351.843,9.1571,-97.5079,-19.4824
1096,423.962,-29.2127,-142.835,-27.4475
1097,443.054,-87.7203,-123.241,-34.7607
1098,352.167,84.5123,-80.7044,49.2371
1099,484.405,74.7675,-117.721,48.0212
1100,422.9,-72.7405,-124.403,31.106
1101,359.625,-83.1335,-142.95,-53.7305
1102,459.308,-50.9052,-140.117,9.5105
1103,434.613,9.50317,-128.355,-48.5046
1104,438.965,-64.3524,-106.177,-40.7813
1105,483.179,-65.3137,-198.394,-28.3228
1106,482.141,-60.2271,-186.909,48.2556
1107,337.866,-51.6083,-72.5995,28.6011
1108,365.094,-24.3292,-158.963,2.74292
1109,465.717,-34.0521,-198.176,50.1892
1110,358.325,-84.4739,-150.123,46.7505
1111,469.037,9.93713,-135.084,37.8625
1112,389.911,-51.3391,-170.657,57.1326
1113,311.206,-39.4244,-73.595,8.87695
1114,333.716,-16.8365,-117.118,53.3826
1115,467.432,48.62,-164.389,-46.3367
1116,422.748,-29.9597,-108.71,-17.5415
1117,400.555,-69.2633,-181.133,48.1824
1118,387.372,69.8511,-176.074,-1.35498
1119,361.81,-52.6025,-75.5432,41.25
1120,318.64,-58.1616,-142.651,38.3936
1121,316.632,63.2977,-164.979,-23.1006
1122,456.549,35.6012,-118.486,10.1514
1123,395.404,-89.7913,-112.513,-28.2788
1124,303.326,25.1917,-66.5753,-0.772705
1125,469.263,-67.6154,-199.513,7.19238
1126,461.719,-34.2114,-121.677,7.61352
1127,450.879,34.4586,-130.718,-22.9614
1128,398.254,32.8271,-121.652,-51.1487
1129,320.221,51.8225,-131.811,-10.4297
1130,331.549,-76.3605,-171.289,17.8564
1131,475.354,63.5284,-139.515,-34.9768
1132,445.563,81.5845,-138.622,-4.22607
1133,408.221,7.67944,-164.145,-32.0874
1134,427.905,62.7155,-183.777,9.81445
1135,305.42,39.2926,-144.71,-45.6409
1136,333.099,-15.1062,-80.2856,-11.8945
1137,373.962,10.7391,-136.481,14.4544
1138,370.868,19.4458,-128.928,-30.4688
1139,492.096,54.5856,-131.06,29.5825
1140,419.415,85.2924,-164.03,-51.427
1141,385.059,-70.9772,-68.9807,-55.2136
1142,463.715,-74.3939,-152.336,-24.8401
1143,325.873,5.72388,-184.76,56.0925
1144,358.771,-73.0756,-144.3,29.5056
1145,361.115,-59.7272,-144.497,-7.13379
1146,317.92,-19.1766,-137.93,31.9629
1147,461.694,65.0061,-195.945,-4.84863
1148,326.117,-11.9751,-135.118,-12.1509
1149,398.651,-75.5475,-131.089,46.0071
1150,478.18,25.0708,-110.449,27.312
1151,343.939,73.1909,-121.216,-21.1267
1152,442.108,-6.55884,-172.566,-19.845
1153,396.173,-63.7372,-64.4989,-40.1184
1154,447.363,11.1896,-77.9572,45.6885
1155,431.457,12.0355,-106.091,25.2356
1156,398.126,-72.8888,-197.308,37.5806
1157,479.126,-42.3798,-90.6763,-6.47827
1158,311.578,-62.644,-154.332,-36.3171
1159,422.546,-63.2428,-187.559,-6.92505
1160,481.22,-35.4199,-177.078,20.896
1161,424.902,10.1788,-168.251,44.3152
1162,365.106,-40.4022,-121.78,4.99512
1163,479.956,88.5553,-136.541,17.0911
1164,399.164,45.4999,-89.1724,55.4846
1165,487.854,87.8137,-191.062,-36.9836
1166,335.449,-35.6946,-113.325,-24.5654
1167,455.89,-72.8943,-140.403,-17.1643
1168,305.438,-13.8867,-182.961,6.33179
1169,424.292,89.1266,-110.642,-11.2647
1170,408.307,40.7153,-175.305,57.9199
1171,317.004,43.0609,-85.4596,-38.2764
1172,424.213,-48.23,-122.386,33.0396
1173,317.474,-70.0598,-198.705,-16.0583
1174,452.576,53.4155,-109.89,47.4793
1175,369.409,-69.4501,-99.4733,46.029
1176,475.366,29.4269,-88.4631,-55.1843
1177,402.606,15.8148,-189.678,-10.5395
1178,445.374,-65.1544,-157.562,26.25
1179,483.667,79.6838,-114.145,-56.1108
1180,499.487,-19.8633,-61.7645,-4.52637
1181,491.852,-85.4736,-103.173,59.4836
1182,496.991,-22.2034,-139.622,-41.5173
1183,319.794,-70.9662,-127.624,14.2932
1184,482.849,71.543,-84.9512,-1.56006
1185,399.335,88.5883,-86.5021,-23.4412
1186,475.958,47.9114,-140.698,5.52612
1187,352.258,-41.8304,-187.012,22.0935
1188,382.452,-69.5874,-105.241,1.75415
1189,366.119,27.735,-117.17,46.593
1190,433.978,56.1841,-71.2366,0.849609
1191,494.983,0.12085,-90.8472,53.0017
1192,350.983,-84.8969,-96.9269,3.06152
1193,485.229,-18.5779,-125.373,-26.1511
1194,430.975,71.4551,-69.9976,5.02808
1195,326.343,73.8995,-71.6083,-11.4075
1196,361.835,-31.9318,-183.872,24.613
1197,326.648,-8.65723,-116.516,15.9595
1198,360.071,72.9327,-66.571,20.7458
1199,314.16,-43.006,-78.2391,-58.7073
1200,434.106,88.3685,-62.0123,-51.7273
1201,362.305,3.91113,-153.682,-21.1011
1202,372.583,62.655,-183.859,-52.2034
1203,440.729,17.8693,-178.604,-30.6079
1204,457.605,84.1663,-101.844,-49.4788
1205,391.077,-17.2376,-60.1666,12.0227
1206,303.046,-1.97205,-160.595,18.0872
1207,427.777,68.4723,-122.032,32.0435
1208,417.822,45.2307,-70.9503,-22.5696
1209,363.8,21.2695,-101.943,-36.969
1210,494.19,84.3036,-173.818,30.6226
1211,361.487,16.7102,-161.791,-55.7519
1212,420.978,-84.5727,-96.4697,59.6997
1213,408.27,-84.9792,-130.197,52.9834
1214,421.942,-12.9144,-121.395,26.5283
1215,317.511,-21.0114,-197.59,51.8811
1216,318.982,-34.7827,-87.6172,27.6306
1217,454.23,-5.65247,-123.792,-8.69385
1218,320.447,24.8291,-164.521,4.03565
1219,385.931,32.6733,-178.087,-13.3301
1220,334.436,4.16931,-138.182,-53.8696
1221,458.368,-23.2196,-171.802,10.7813
1222,407.043,21.3409,-150.196,-6.51123
1223,496.301,-31.3879,-83.3875,-58.8061
1224,485.663,33.4534,-89.01,-50.2771
1225,429.333,-20.3906,-175.989,-17.4536
1226,307.275,-41.7261,-153.746,12.3303
1227,442.627,-56.3708,-187.537,23.9063
1228,411.688,-1.65344,-70.5359,-42.4658
1229,452.734,-87.6764,-113.312,-28.8904
1230,479.883,87.6489,-181.329,20.1233
1231,308.35,53.0255,-61.0339,-25.8911
1232,397.229,80.7221,-65.2508,-11.6931
1233,316.119,-50.8447,-158.425,-50.6763
1234,441.821,-35.6836,-152.405,-6.45996
1235,491.382,83.0841,-93.3124,-43.0298
1236,397.711,-88.4564,-170.221,-4.61426
1237,333.997,-78.4479,-106.177,-6.58813
1238,393.237,-1.49963,-162.266,1.35132
1239,329.089,-16.452,-75.257,38.5071
1240,464.27,-56.5961,-159.583,-58.2678
1241,372.833,-29.3005,-194.113,-2.05078
1242,442.499,-51.7456,-184.517,39.4482
1243,323.273,-19.8413,-161.702,20.6103
1244,368.726,-57.0355,-167.042,-5.09033
1245,476.044,-59.9963,-104.972,-9.11865
1246,431.152,-67.9999,-193.591,-14.1687
1247,365.204,-32.8821,-153.917,-3.98071
1248,428.625,3.51563,-108.381,2.09839
1249,488.989,27.5922,-69.1858,-31.5015
1250,358.96,1.00525,-147.239,35.5994
1251,360.602,-20.3906,-182.128,-56.6602
1252,332.202,-62.5671,-83.9386,45.0806
